id_text,lemma,designation,ancient_author,ancient_recipient,archive,cdli_id,sender_loc,volume,regnal_dates,ruler,cdli_id.1,genre,provenience,pleiades_coord,pleiades_id
P334284,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Bel-liqbi[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Hesa[1]GN bītu[house]N mardītu[stage]N nišu[people]N ina[in]PRP libbu[interior]N laššu[(there)-is-not]V rabû[big-one]N kallû[express-messenger]N rabû[big-one]N raksu[recruit]N udī-[alone]AV ina[in]PRP libbu[interior]N lā[not]MOD harādu[be(come)-awake]V ūma[today]AV anāku[I]IP _ bītu[house]N šabāšu[gather]V ina[in]PRP libbu[interior]N šakānu[put]V ṣābu[people]N ša[of]DET Nabu-uṣalla[1]PN šaknu[appointee]N māru[son]N kiškattû[craftsman]N ištēn[one]NU kiṣru[knot]N ina[in]PRP libbu[interior]N Hesa[1]GN kamsu[squatting]AJ aṣû[go-out]V ina[in]PRP libbu[interior]N Argite[1]GN ašābu[sit-(down)]V eqlu[field]N kirû[garden]N tadānu[give]V šumma[if]MOD mahru[received]AJ pānu[front]N šarru[king]N egertu[inscribed-tablet]N ina[in]PRP muhhu[skull]N Nabu-uṣalla[1]PN šaknu[appointee]N šapāru[send]V Yaʾiru[1]PN šanû[second]NU ana[to]PRP rabû[big-one]N ālūtu[of-the-city]N ina[in]PRP libbu[interior]N paqādu[entrust]V u[and]CNJ Sin-iddina[1]PN rabû[big-one]N bītu[house]N ša[of]DET Adda-hati[1]PN ina[in]PRP Sazana[1]GN paqādu[entrust]V basi[soon]AV bītu[house]N mardītu[stage]N annû[this]DP harādu[be(come)-awake]V _ šarru[king]N palāhu[fear]V Arbaya[Arab]EN akī[as]PRP ša[that]REL timāli[yesterday]AV šalšūmi[the-day-before-yesterday]AV erēbu[enter]V aṣû[go-out]V šulmu[completeness]N adanniš[very-much]AV Ammi-leti[1]PN māru[son]N Amiru[1]PN ina[in]PRP Ṣupat[1]GN ina[in]PRP muhhu[skull]N alāku[go]V ṭēmu[(fore)thought]N šâlu[ask]V šulmu[completeness]N adanniš[very-much]AV māru[son]N Ašapi[1]PN ana[to]PRP Maniʾ[1]GN ša[that]REL alāku[go]V udīni[up-till-now]AV ṭēmu[(fore)thought]N lā[not]MOD šemû[hear]V,SAA 01 177,Bel-liqbi,the king,099 - Miscellaneous,P334284,Zobah,SAA 1,721–705 BC,Sargon II,P334284,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334288,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Aššur-bani[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur-šumu-kaʾʾin[1]PN katāru[get-(as)-help]V aladlammû[human-headed-bull-colossus]N ina[in]PRP libbu[interior]N eleppu[ship]N rakābu[ride]V eleppu[ship]N lā[not]MOD emūqu[strength]N lā[not]MOD matāhu[lift]V akanni[now]AV dannu[strong]AJ awātu[word]N _ epēšu[do]V ūma[today]AV sahāru[go-around]V elû[go-up]V,SAA 01 119,Aššur-bani,the king,099 - Miscellaneous,P334288,Nimrud,SAA 1,721–705 BC,Sargon II,P334288,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334298,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ūmu[day]N _ ša[that]REL ištu[from]PRP ēkallu[palace]N aṣû[go-out]V ina[in]PRP Ubase[1]GN bēdu[spending-the-night]AJ eleppu[ship]N šulmu[completeness]N ūmu[day]N _ ilu[god]N ša[of]DET šarru[king]N naṣāru[guard]V ina[in]PRP šalimtu[well-being]N ina[in]PRP Libbi-ali[Inner-City-(Assur)]GN qerēbu[approach]V qarbāte[(meaning-unknown)]AV umāmu[animal]N hurāṣu[gold]N _ _ _ ina[in]PRP Bit-Aššur[Temple-of-Aššur]TN erēbu[enter]V _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ u[and]CNJ dullu[trouble]N ša[of]DET eršu[bed]N bašû[exist]V ša[of]DET eršu[bed]N ana[to]PRP damāqu[be(come)-good]V ana[to]PRP mesû[wash]V karāku[roll-up]V šumma[if]MOD šarru[king]N bēlu[lord]N qabû[say]V ina[in]PRP Bit-Aššur[Temple-of-Aššur]TN erēbu[enter]V dullu[trouble]N kī[like]PRP ahāmiš[one-another]AV karāku[roll-up]V epēšu[do]V qaqqaru[ground]N bašû[exist]V u[and]CNJ ana[to]PRP maṣṣartu[observation]N damqu[good]AJ issurri[perhaps]AV šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP ayyaka[where?]QP eršu[bed]N erēbu[enter]V ina[in]PRP bītu[house]N mašennu[(an-administrator)]N ša[that]REL Bit-Aššur[Temple-of-Aššur]TN ša[of]DET ilu[god]N ša[of]DET Dur-Šarruken[1]GN ina[in]PRP libbu[interior]N kamsu[squatting]AJ annûri[now]AV qarbāte[(meaning-unknown)]AV umāmu[animal]N erēbu[enter]V u[and]CNJ eršu[bed]N ina[in]PRP muhhu[skull]N nāru[river]N mūšu[night]N annû[this]DP ina[in]PRP libbu[interior]N eleppu[ship]N biātu[spend-the-night]V anīnu[we]IP ina[in]PRP muhhu[skull]N nāru[river]N biātu[spend-the-night]V maṣṣartu[observation]N naṣāru[guard]V adi[until]PRP mīnu[what?]QP ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V ṭēmu[(fore)thought]N ana[to]PRP māru[son]N šipru[sending]N šakānu[put]V etēqu[proceed]V alāku[go]V ina[in]PRP pānu[front]N dagālu[see]V eršu[bed]N erēbu[enter]V,SAA 01 054,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334298,Royal Court,SAA 1,721–705 BC,Sargon II,P334298,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334314,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP gullutu[column-base]N ša[of]DET bābu[gate]N ša[that]REL šaplu[underside]N timmu[post]N ša[of]DET bītu[house]N hilāni[portico(ed-building)]N mā[saying]PRP ina[in]PRP mati[when?]QP riāqu[be(come)-empty]V ana[to]PRP Aššur-šumu-kaʾʾin[1]PN ana[to]PRP ummiānu[scholar]N šâlu[ask]V mā[saying]PRP ina[in]PRP Arahsamnu[Marchesvan]MN _ gullutu[column-base]N siparru[bronze]N ša[of]DET _ bītu[house]N hilāni[portico(ed-building)]N riāqu[be(come)-empty]V mā[saying]PRP nēšu[lion]N qallu[light]AJ ša[of]DET bītu[house]N hilāni[portico(ed-building)]N mā[saying]PRP išti[with]PRP nēšu[lion]N dannu[strong]AJ ina[in]PRP pānu[front]N šattu[year]N riāqu[be(come)-empty]V ina[in]PRP muhhu[skull]N dullu[trouble]N ša[of]DET daltu[door]N ša[of]DET bītu[house]N ilu[god]N ana[to]PRP māru[son]N _ _ šâlu[ask]V nuk[saying]PRP dullu[trouble]N ina[in]PRP mati[when?]QP gamāru[complete]V kī[like]PRP annû[this]DP qabû[say]V mā[saying]PRP daltu[door]N ša[of]DET Bit-Sin[Temple-of-Sin]TN ša[of]DET Bit-Šamaš[Temple-of-Šamaš]TN ša[of]DET Bit-Nikkal[Temple-of-Nikkal]TN ša[that]REL lēʾu[board]N ša[of]DET ṣarpu[silver]N ina[in]PRP muhhu[skull]N elû[go-up]V raṣpu[built]AJ sarāmû[(an-archit.-fitting)]N lā[not]MOD gammuru[finished]AJ mā[saying]PRP ūmu[day]N _ ša[of]DET Tašritu[Tishri]MN gamāru[complete]V ina[in]PRP muhhu[skull]N daltu[door]N ša[that]REL lēʾu[board]N ša[of]DET siparru[bronze]N ina[in]PRP muhhu[skull]N elû[go-up]V qabû[say]V mā[saying]PRP ša[of]DET _ _ _ bābu[gate]N gamru[complete]AJ _ _ _ _ ša[of]DET _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ šapāru[send]V lēʾu[board]N adi[until]PRP ša[of]DET _ _ _ ina[in]PRP Dur-Šarruken[1]GN wabālu[bring]V ahu[arm]N emēdu[lean-on]V epēšu[do]V,SAA 01 066,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334314,Royal Court,SAA 1,721–705 BC,Sargon II,P334314,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334317,_ ammatu[unit]N mūlû[height]N _ ammatu[unit]N rupšu[width]N bītu[house]N dannu[strong-one]N _ ammatu[unit]N mūlû[height]N _ ammatu[unit]N rupšu[width]N bītu[house]N qallu[light]AJ _ ammatu[unit]N mūlû[height]N _ ammatu[unit]N rūṭu[unit]N rupšu[width]N erbêšu[four-times]AV taʾʾumu[double]AJ _ ammatu[unit]N rūṭu[unit]N mūlû[height]N _ ammatu[unit]N rupšu[width]N šinīšu[twice]AV šanîš[otherwise]AV gimru[totality]N _ daltu[door]N taʾʾumu[double]AJ _ ammatu[unit]N mūlû[height]N _ ammatu[unit]N rūṭu[unit]N _ ēdēnû[single]AJ _ ammatu[unit]N mūlû[height]N _ ammatu[unit]N rupšu[width]N _ _ ammatu[unit]N mūlû[height]N _ ammatu[unit]N rupšu[width]N _ kursimtu[scale]N gimru[totality]N _ daltu[door]N ēdēnû[single]AJ gimru[totality]N _ daltu[door]N,SAA 01 203,Nabu-pašir,the king,099 - Miscellaneous,P334317,Harran,SAA 1,721–705 BC,Sargon II,P334317,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334328,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V Qurani[1]GN qabû[say]V ina[in]PRP Halahhu[1]GN bītu[house]N _ līm[thousand]NU eqlu[field]N ina[in]PRP libbu[interior]N šarru[king]N bēlu[lord]N našû[lift]V ana[to]PRP Bit-Nabu[Temple-of-Nabu]TN ša[of]DET Dur-Šarruken[1]GN tadānu[give]V u[and]CNJ šarru[king]N bēlu[lord]N ana[to]PRP Kiṣir-Aššur[1]PN ṭēmu[(fore)thought]N šakānu[put]V mā[saying]PRP ālu[city]N ina[in]PRP kūm[instead-of]PRP ālu[city]N ina[in]PRP _ _ _ ana[to]PRP šaknu[appointee]N mātu[land]N šaknu[appointee]N _ _ _ _ _ tadānu[give]V _ _ _ _ _ ina[in]PRP Halzi-atbar[1]GN _ _ _ _ _ ina[in]PRP libbu[interior]N _ _ _ _ _ bītu[house]N _ meʾatu[(one)-hundred]NU _ eqlu[field]N _ _ _ _ lā[not]MOD tadānu[give]V _ _ _ _ lā[not]MOD erēšu[sow]V annûri[now]AV _ šattu[year]N _ _ _ ištu[from]PRP qannu[fringe]N _ _ _ _ māru[son]N šipru[sending]N māru[son]N šarru[king]N bēlu[lord]N šapāru[send]V eqlu[field]N ammar[as-much-as]REL ina[in]PRP pānu[front]N rēhu[remaining]AJ batāqu[cut-off]V ana[to]PRP māru[son]N šipru[sending]N māru[son]N tadānu[give]V laššu[(there)-is-not]V etēqu[proceed]V zēru[seed(s)]N ša[of]DET šarru[king]N bēlu[lord]N ina[in]PRP libbu[interior]N lā[not]MOD erēšu[sow]V,SAA 01 106,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334328,Ashur,SAA 1,721–705 BC,Sargon II,P334328,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334329,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN _ lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V _ _ _ _ _,SAA 01 109,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334329,Ashur,SAA 1,721–705 BC,Sargon II,P334329,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334330,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V Ituʾaya[Ituʾean]EN ana[to]PRP battu[side]N ammiu[that]DP ša[of]DET nāru[river]N ebēru[cross-over]V ina[in]PRP Sinnu[1]GN maṣṣartu[observation]N naṣāru[guard]V šarru[king]N bēlu[lord]N wadû[know]V ṣābu[people]N raksu[bound]AJ īṣu[few]AJ u[and]CNJ dullu[trouble]N annaka[here]AV dannu[strong]AJ lā[not]MOD maṣû[correspond]V gušūru[tree-trunk]N išti[with]PRP rabiu[big-one]N lā[not]MOD nakāsu[cut]V _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 093,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334330,Ashur,SAA 1,721–705 BC,Sargon II,P334330,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334331,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ūmu[day]N _ nimru[leopard]N nabalkutu[cross-over]V ina[in]PRP muhhu[skull]N _ pānu[front]N karāru[put-(down)]V _ tibku[layer]N ina[in]PRP šaplu[underside]N alāku[go]V šēpu[foot]N ina[in]PRP pūtu[forehead]N šubtu[dwelling]N ša[of]DET Bel-age[Lord-of-the-Crown]DN _ _ tibku[layer]N ša[of]DET ziqqurratu[ziggurrat]N karru[put-down]AJ ūmu[day]N _ ina[in]PRP muhhu[skull]N eleppu[ship]N epēšu[do]V qerēbu[approach]V epēšu[do]V _ _ _ _ _ _ _ _ _ _ _ _ _,SAA 01 078,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334331,Ashur,SAA 1,721–705 BC,Sargon II,P334331,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334332,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN Naʾdi-ilu[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP kī[like]PRP annaka[here]AV attunu[you-(pl.)]IP mā[saying]PRP ṭēmu[(fore)thought]N šakānu[put]V mā[saying]PRP harāpu[be(come)-early]V ana[to]PRP Lurisite[1]GN alāku[go]V mā[saying]PRP gušūru[tree-trunk]N dannu[strong]AJ damqu[good]AJ amāru[see]V mā[saying]PRP haramma[later]AV nākisu[woodcutter]N arādu[go-down]V ina[in]PRP libbu[interior]N nakāsu[cut]V šarru[king]N bēlu[lord]N ṭēmu[(fore)thought]N šakānu[put]V kī[like]PRP ina[in]PRP libbu[interior]N Al-Aššur[Assur]GN alāku[go]V rabû[big-one]N ša-rēši[eunuch]N rabû[big-one]N išti[with]PRP _ ṣābu[people]N _ _ _ _ _ _ ana[to]PRP Surmarrati[Samarra]GN _ _ _ sahāru[go-around]V mā[saying]PRP _ ūmu[day]N ṣābu[people]N lū[may]MOD qālu[silent]AJ lū[may]MOD kamsu[squatting]AJ ṣābu[people]N arādu[go-down]V nakāsu[cut]V ana[to]PRP libbu[interior]N tahūmu[boundary]N ša[that]REL šarru[king]N bēlu[lord]N šakānu[put]V nakāsu[cut]V alāku[go]V gušūru[tree-trunk]N damqu[good]AJ ina[in]PRP qablu[plantation-(of-trees)]N ramû[slacken]V alāku[go]V,SAA 01 098,several,the king,099 - Miscellaneous,P334332,Ashur,SAA 1,721–705 BC,Sargon II,P334332,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334333,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N pilku[demarcated-zone]N ša[of]DET pīhātu[responsibility]N ša[of]DET Kalhu[1]GN ša[that]REL šarru[king]N bēlu[lord]N _ šapāru[send]V mā[saying]PRP atā[why?]QP pīhātu[responsibility]N ša[of]DET Arrapha[1]GN mišlu[half]NU abullu[(city)-gate]N ina[in]PRP pānu[front]N ramû[slacken]V ina[in]PRP libbu[interior]N ūmu[day]N _ kī[like]PRP ina[in]PRP muhhu[skull]N dūru[(city)-wall]N etēqu[proceed]V alāku[go]V qabû[say]V mā[saying]PRP alāku[go]V pilku[demarcated-zone]N ina[in]PRP birti[between]PRP kânu[be(come)-permanent]V alāku[go]V kânu[be(come)-permanent]V ina[in]PRP birti[between]PRP issurri[perhaps]AV šarru[king]N bēlu[lord]N qabû[say]V mā[saying]PRP ina[in]PRP muhhu[skull]N mīnu[what?]QP _ _ ša[of]DET pīhātu[responsibility]N ša[of]DET Kalhu[1]GN ištu[from]PRP libbu[interior]N _ _ pilku[demarcated-zone]N ša[of]DET dūru[(city)-wall]N adi[until]PRP _ _ _ lētu[cheek]N abullu[(city)-gate]N ša[of]DET nāmaru[watch-tower]N nišu[people]N erēbu[enter]V u[and]CNJ ša[of]DET pīhātu[responsibility]N ša[of]DET Arrapha[1]GN ištu[from]PRP libbu[interior]N _ meʾatu[(one)-hundred]NU _ pilku[demarcated-zone]N ša[of]DET dūru[(city)-wall]N adi[until]PRP lētu[cheek]N abullu[(city)-gate]N ša[of]DET nāmaru[watch-tower]N nišu[people]N erēbu[enter]V dūru[(city)-wall]N annû[this]DP ištu[from]PRP libbu[interior]N abullu[(city)-gate]N elû[go-up]V rēhtu[remainder]N abullu[(city)-gate]N libittu[mudbrick]N manû[count]V _ qātu[hand]N ana[to]PRP pīhātu[responsibility]N ša[of]DET Arrapha[1]GN tadānu[give]V _ qātu[hand]N ana[to]PRP pīhātu[responsibility]N ša[of]DET Kalhu[1]GN ina[in]PRP muṣallu[afternoon]N tadānu[give]V udīni[up-till-now]AV unqu[ring]N šarru[king]N ina[in]PRP muhhu[skull]N lā[not]MOD qerēbu[approach]V u[and]CNJ pīhātu[responsibility]N ša[of]DET Kalhu[1]GN lā[not]MOD wadû[know]V kī[like]PRP pilku[demarcated-zone]N ša[of]DET dūru[(city)-wall]N adi[until]PRP lētu[cheek]N abullu[(city)-gate]N erēbu[enter]V ina[in]PRP muhhu[skull]N šū[he]IP qabû[say]V mā[saying]PRP pilku[demarcated-zone]N ina[in]PRP muhhu[skull]N mâdu[be(come)-many]V ūma[today]AV parāsu[cut-(off)]V ina[in]PRP birti[between]PRP yamattu[each]XP pilku[demarcated-zone]N epēšu[do]V,SAA 01 064,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334333,Royal Court,SAA 1,721–705 BC,Sargon II,P334333,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334334,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N bābu[gate]N ša[of]DET bītu[house]N ramāku[bathing]N ša[of]DET bītu[house]N hilāni[portico(ed-building)]N dannu[strong]AJ ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V annûri[now]AV timmu[post]N _ _ ṣabātu[seize]V ina[in]PRP muhhu[skull]N šarru[king]N bēlu[lord]N wabālu[bring]V naglabu[razor]N pānû[previous]AJ ša[that]REL _ _ _ _ _ izuzzu[stand]V u[and]CNJ šumma[if]MOD _ _ _ _ bābu[gate]N našāru[deduct]V ina[in]PRP muhhu[skull]N _ _ _ _ _ isītu[tower]N ina[in]PRP libbu[interior]N appāru[reed-bed]N _ _ _ _ _ _ _ _ ša[of]DET _ _ _ _,SAA 01 067,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334334,Royal Court,SAA 1,721–705 BC,Sargon II,P334334,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334335,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N egertu[inscribed-tablet]N ša[of]DET Aššur-reṣuwa[1]PN _ ina[in]PRP muhhu[skull]N našû[lifted]AJ kī[like]PRP annû[this]DP ina[in]PRP libbu[interior]N šaṭru[written]AJ mā[saying]PRP šarru[king]N Urarṭaya[Urarṭian]EN ina[in]PRP libbu[interior]N _ šū[he]IP _ _ _ _ ša[of]DET _ _ _ _,SAA 01 043,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334335,Royal Court,SAA 1,721–705 BC,Sargon II,P334335,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334336,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-šar-Aššur[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N ina[in]PRP muhhu[skull]N šurīnu[(divine)-emblem]N ša[of]DET Sin[1]DN ša[of]DET Harranu[Harran]GN ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V bašû[exist]V _ damqu[good]AJ ša[that]REL ana[to]PRP maṣṣartu[observation]N ša[of]DET _ _ ša[of]DET šarru[king]N bēlu[lord]N _ _,SAA 01 050,Ṭab-šar-Aššur,the king,099 - Miscellaneous,P334336,Royal Court,SAA 1,721–705 BC,Sargon II,P334336,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334359,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N bēlu[lord]N ālu[city]N ša[that]REL ina[in]PRP Milqia[1]GN dullu[trouble]N šarru[king]N epēšu[do]V ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP adi[until]PRP hardu[watchful]AJ mā[saying]PRP epēšu[do]V gamāru[complete]V ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V epēšu[do]V ana[to]PRP šarru[king]N bēlu[lord]N tadānu[give]V dullu[trouble]N ina[in]PRP muhhu[skull]N dannu[strong]AJ adanniš[very-much]AV ištu[from]PRP pānu[front]N kallāpu[outrider]N ištu[from]PRP pānu[front]N rādiu[(caravan)-guide]N kibsu[track]N lā[not]MOD ramû[slacken]V dullu[trouble]N šarru[king]N lā[not]MOD epēšu[do]V ūma[today]AV šarru[king]N bēlu[lord]N mahāru[face]V ramû[slacken]V dullu[trouble]N šarru[king]N epēšu[do]V kīma[like]PRP ina[in]PRP mātu[land]N alāku[go]V hubullu[debt]N šalāmu[be(come)-healthy]V,SAA 01 147,several,the king,099 - Miscellaneous,P334359,Assyria,SAA 1,721–705 BC,Sargon II,P334359,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334372,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N Arbaya[Arab]EN ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP atā[why?]QP immeru[sheep]N gammalu[camel]N ina[in]PRP madbaru[steppe]N reʾû[pasture]V _ _ _ _ _ _ ina[in]PRP bubūtu[hunger]N habātu[rob]V šattu[year]N annû[this]DP zunnu[rain]N īṣu[few]AJ _ _ _ _ _ _ _ ina[in]PRP libbu[interior]N _ _ _ šaknu[placed]AJ ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V mā[saying]PRP annûri[now]AV ana[to]PRP Hindanu[1]GN alāku[go]V mā[saying]PRP išti[with]PRP alāku[go]V reʾû[pasture]V ištu[from]PRP muhhu[skull]N Tartara[1]WN adi[until]PRP Suhu[1]GN memēni[somebody]XP lā[not]MOD parāku[lie-across]V annûri[now]AV anāku[I]IP ana[to]PRP Hindanu[1]GN alāku[go]V tahūmu[boundary]N ša[that]REL kullumu[show]V ramû[slacken]V etēqu[proceed]V šapālu[be(come)-deep]V habātu[rob]V ana[to]PRP rabû[big-one]N dayyālu[scout]N rabû[big-one]N ša[that]REL paqādu[entrust]V laššu[(there)-is-not]V lā[not]MOD šemû[hear]V ana[to]PRP pīhātu[responsibility]N ša[of]DET Kalhu[1]GN qabû[say]V ša-rēši[eunuch]N ina[in]PRP pānu[front]N Arbaya[Arab]EN ša[of]DET qātu[hand]N paqādu[entrust]V tahūmu[boundary]N _ šâlu[ask]V ina[in]PRP libbu[interior]N reʾû[pasture]V ištēniš[together]AV maškanu[tent]N ina[in]PRP muhhu[skull]N tahūmu[boundary]N ša[of]DET pīhātu[responsibility]N ša[of]DET Kalhu[1]GN lū[may]MOD šaknu[placed]AJ šunu[they]IP ina[in]PRP libbu[interior]N _ _ _ reʾû[pasture]V _ _ _ _ _ _ bašû[exist]V _ _ _ _ _ _ _ _ _ _ ālu[city]N habātu[rob]V laššu[(there)-is-not]V immeru[sheep]N gammalu[camel]N lā[not]MOD habātu[rob]V nišu[people]N habātu[rob]V,SAA 01 082,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334372,Ashur,SAA 1,721–705 BC,Sargon II,P334372,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
P334384,ana[to]PRP šarru[king]N bēlu[lord]N ardu[slave]N Ṭab-ṣil-Ešarra[1]PN lū[may]MOD šulmu[completeness]N ana[to]PRP šarru[king]N bēlu[lord]N Aššur[1]DN Mullissu[1]DN ana[to]PRP šarru[king]N bēlu[lord]N karābu[pray]V ina[in]PRP muhhu[skull]N _ _ gugallu[canal-inspector]N ša[that]REL šarru[king]N bēlu[lord]N šapāru[send]V ūmu[day]N _ ina[in]PRP _ _ ina[in]PRP Libbi-ali[Inner-City-(Assur)]GN qerēbu[approach]V qarbāte[(meaning-unknown)]AV aṣû[go-out]V ina[in]PRP pānu[front]N šarru[king]N alāku[go]V,SAA 01 089,Ṭab-ṣill-Ešarra,the king,099 - Miscellaneous,P334384,Ashur,SAA 1,721–705 BC,Sargon II,P334384,Administrative Letter,Kuyunjik (Nineveh),"[43.151937,36.358684]",874621
